date,freq(Hz),parsed_date,solar_cycle
20070304,26.4328507187092,2007-03-04,solar_minimum
20070304,15.6245485413694,2007-03-04,solar_minimum
20070304,8.9960969198189,2007-03-04,solar_minimum
20070305,61.3031010798211,2007-03-05,solar_minimum
20070305,25.410824914954,2007-03-05,solar_minimum
20070311,20.5913183764876,2007-03-11,solar_minimum
20070311,8.8786249824198,2007-03-11,solar_minimum
20070313,109.3081697394764,2007-03-13,solar_minimum
20070313,38.1926304982084,2007-03-13,solar_minimum
20070318,78.694121950304,2007-03-18,solar_minimum
20070318,31.773260778742298,2007-03-18,solar_minimum
20070318,17.3570047669926,2007-03-18,solar_minimum
20070318,9.993587764036501,2007-03-18,solar_minimum
20070319,94.59323495181681,2007-03-19,solar_minimum
20070319,52.3578116675942,2007-03-19,solar_minimum
20070319,34.3805061502694,2007-03-19,solar_minimum
20070322_2,98.3977838912942,2007-03-22,solar_minimum
20070322_2,45.9089494946833,2007-03-22,solar_minimum
20070322_2,10.125811629616399,2007-03-22,solar_minimum
20070325,85.1515921687398,2007-03-25,solar_minimum
20070325,29.7522436226494,2007-03-25,solar_minimum
20070326,14.4396610446981,2007-03-26,solar_minimum
20070331_2,63.7687176571452,2007-03-31,solar_minimum
20070331_2,23.4837952384092,2007-03-31,solar_minimum
20070402_2,76.6523488975163,2007-04-02,solar_minimum
20070402_2,41.326635527982496,2007-04-02,solar_minimum
20070402_2,22.5757946235996,2007-04-02,solar_minimum
20070402_2,16.0407364681921,2007-04-02,solar_minimum
20070403_2,37.201696463572794,2007-04-03,solar_minimum
20070404,65.46731204069451,2007-04-04,solar_minimum
20070404,15.831274919809301,2007-04-04,solar_minimum
20070404,8.8786249824198,2007-04-04,solar_minimum
20070407,81.8592070471573,2007-04-07,solar_minimum
20070407,50.333397610938505,2007-04-07,solar_minimum
20070407,33.9315620468176,2007-04-07,solar_minimum
20070407,15.831274919809301,2007-04-07,solar_minimum
20070416_2,115.2089650005719,2007-04-16,solar_minimum
20070416_2,77.6665261996338,2007-04-16,solar_minimum
20070416_2,27.4959824978523,2007-04-16,solar_minimum
20070416_2,17.5866530494081,2007-04-16,solar_minimum
20070416_2,11.5481914554893,2007-04-16,solar_minimum
20070417_2,63.7687176571452,2007-04-17,solar_minimum
20070417_2,34.3805061502694,2007-04-17,solar_minimum
20070417_2,13.1703739681051,2007-04-17,solar_minimum
20070418,30.5447480946248,2007-04-18,solar_minimum
20070418,22.5757946235996,2007-04-18,solar_minimum
20070419,25.079007810239098,2007-04-19,solar_minimum
20070421_2,95.844785794052,2007-04-21,solar_minimum
20070421_2,65.46731204069451,2007-04-21,solar_minimum
20070421_2,35.7632933895401,2007-04-21,solar_minimum
20070421_2,20.5913183764876,2007-04-21,solar_minimum
20070421,109.3081697394764,2007-04-21,solar_minimum
20070421,75.6514148245023,2007-04-21,solar_minimum
20070421,49.6761390480378,2007-04-21,solar_minimum
20070423,20.0570624760401,2007-04-23,solar_minimum
20070423,14.8242873638716,2007-04-23,solar_minimum
20070424,116.7332798974349,2007-04-24,solar_minimum
20070424,27.1369371959282,2007-04-24,solar_minimum
20070425_2,56.6541809664279,2007-04-25,solar_minimum
20070425_2,23.4837952384092,2007-04-25,solar_minimum
20070429,16.9066653549494,2007-04-29,solar_minimum
20070501,22.8744920387973,2007-05-01,solar_minimum
20070502,87.4197578387123,2007-05-02,solar_minimum
20070502,54.4636478508559,2007-05-02,solar_minimum
20070502,29.3637358362757,2007-05-02,solar_minimum
20070503,42.988796753890895,2007-05-03,solar_minimum
20070503,24.4283157246226,2007-05-03,solar_minimum
20070503,13.344629480571,2007-05-03,solar_minimum
20070506,77.6665261996338,2007-05-06,solar_minimum
20070506,44.7178102629725,2007-05-06,solar_minimum
20070506,15.831274919809301,2007-05-06,solar_minimum
20070507,19.0297759344977,2007-05-07,solar_minimum
20070507,8.762687005381501,2007-05-07,solar_minimum
20070510,26.0876878983679,2007-05-10,solar_minimum
20070510,12.6611416426268,2007-05-10,solar_minimum
20070510,8.6482629580953,2007-05-10,solar_minimum
20070515,65.46731204069451,2007-05-15,solar_minimum
20070517,82.9422756151872,2007-05-17,solar_minimum
20070517,23.1771414808154,2007-05-17,solar_minimum
20070517,12.9983939016281,2007-05-17,solar_minimum
20070520,59.712550010249,2007-05-20,solar_minimum
20070520,30.948881701252798,2007-05-20,solar_minimum
20070520,15.420521616748701,2007-05-20,solar_minimum
20070520,9.993587764036501,2007-05-20,solar_minimum
20070522,90.9357888439323,2007-05-22,solar_minimum
20070522,36.7159129735705,2007-05-22,solar_minimum
20070522,19.2815564356139,2007-05-22,solar_minimum
20070522,13.344629480571,2007-05-22,solar_minimum
20070524_2,105.081770883604,2007-05-24,solar_minimum
20070524_2,38.1926304982084,2007-05-24,solar_minimum
20070524,64.6124333026954,2007-05-24,solar_minimum
20070524,10.533072739952999,2007-05-24,solar_minimum
20070525_2,101.0187856804485,2007-05-25,solar_minimum
20070525_2,63.7687176571452,2007-05-25,solar_minimum
20070525_2,34.3805061502694,2007-05-25,solar_minimum
20070525_2,12.171598777898799,2007-05-25,solar_minimum
20070525,18.781283208461,2007-05-25,solar_minimum
20070528_2,113.704554760777,2007-05-28,solar_minimum
20070528_2,63.7687176571452,2007-05-28,solar_minimum
20070528_2,39.728741742652296,2007-05-28,solar_minimum
20070528_2,28.980301223609,2007-05-28,solar_minimum
20070528_2,20.3224348723583,2007-05-28,solar_minimum
20070528_2,11.8557982863481,2007-05-28,solar_minimum
20070529,85.1515921687398,2007-05-29,solar_minimum
20070529,43.557575956879504,2007-05-29,solar_minimum
20070529,14.4396610446981,2007-05-29,solar_minimum
20070529,8.3138779916423,2007-05-29,solar_minimum
20070530,107.8808126770422,2007-05-30,solar_minimum
20070530,55.9143849794346,2007-05-30,solar_minimum
20070530,27.8597782816713,2007-05-30,solar_minimum
20070530,13.8813517521361,2007-05-30,solar_minimum
20070531_2,81.8592070471573,2007-05-31,solar_minimum
20070531_2,46.516364860438195,2007-05-31,solar_minimum
20070531_2,21.7029018398763,2007-05-31,solar_minimum
20070531_2,8.8786249824198,2007-05-31,solar_minimum
20070531,106.472094186533,2007-05-31,solar_minimum
20070531,34.3805061502694,2007-05-31,solar_minimum
20070601,98.3977838912942,2007-06-01,solar_minimum
20070601,55.1842493227651,2007-06-01,solar_minimum
20070601,35.7632933895401,2007-06-01,solar_minimum
20070602_2,119.8426805705541,2007-06-02,solar_minimum
20070602_2,81.8592070471573,2007-06-02,solar_minimum
20070602_2,45.9089494946833,2007-06-02,solar_minimum
20070602_2,28.980301223609,2007-06-02,solar_minimum
20070602_2,22.5757946235996,2007-06-02,solar_minimum
20070602_2,13.1703739681051,2007-06-02,solar_minimum
20070604_2,58.1632668808031,2007-06-04,solar_minimum
20070604_2,23.1771414808154,2007-06-04,solar_minimum
20070608_2,101.0187856804485,2007-06-08,solar_minimum
20070608_2,49.6761390480378,2007-06-08,solar_minimum
20070608_2,21.1398051428709,2007-06-08,solar_minimum
20070608_2,11.3973940112395,2007-06-08,solar_minimum
20070608,44.133880603848496,2007-06-08,solar_minimum
20070608,19.5366682119359,2007-06-08,solar_minimum
20070608,12.3326396251601,2007-06-08,solar_minimum
20070610_2,110.7544119783671,2007-06-10,solar_minimum
20070610_2,55.9143849794346,2007-06-10,solar_minimum
20070610_2,34.3805061502694,2007-06-10,solar_minimum
20070610_2,18.2939899138484,2007-06-10,solar_minimum
20070610_2,12.4958111830175,2007-06-10,solar_minimum
20070610,106.472094186533,2007-06-10,solar_minimum
20070610,53.7524560653642,2007-06-10,solar_minimum
20070610,27.4959824978523,2007-06-10,solar_minimum
20070610,12.3326396251601,2007-06-10,solar_minimum
20070614,95.844785794052,2007-06-14,solar_minimum
20070614,45.9089494946833,2007-06-14,solar_minimum
20070614,9.4817342349377,2007-06-14,solar_minimum
20070620,34.3805061502694,2007-06-20,solar_minimum
20070620,9.6071858327568,2007-06-20,solar_minimum
20070621,54.4636478508559,2007-06-21,solar_minimum
20070621,26.4328507187092,2007-06-21,solar_minimum
20070621,14.4396610446981,2007-06-21,solar_minimum
20070621,10.395530817877601,2007-06-21,solar_minimum
20070622,78.694121950304,2007-06-22,solar_minimum
20070622,41.326635527982496,2007-06-22,solar_minimum
20070622,19.0297759344977,2007-06-22,solar_minimum
20070624_2,12.6611416426268,2007-06-24,solar_minimum
20070624,85.1515921687398,2007-06-24,solar_minimum
20070624,23.4837952384092,2007-06-24,solar_minimum
20070626_2,109.3081697394764,2007-06-26,solar_minimum
20070626_2,61.3031010798211,2007-06-26,solar_minimum
20070627,71.7766858909564,2007-06-27,solar_minimum
20070628_2,98.3977838912942,2007-06-28,solar_minimum
20070628_2,28.6018735386374,2007-06-28,solar_minimum
20070628_2,19.0297759344977,2007-06-28,solar_minimum
20070628_2,10.813640059713,2007-06-28,solar_minimum
20070628,37.201696463572794,2007-06-28,solar_minimum
20070628,24.4283157246226,2007-06-28,solar_minimum
20070630,58.932817533013,2007-06-30,solar_minimum
20070630,27.1369371959282,2007-06-30,solar_minimum
20070701_2,19.7951553391345,2007-07-01,solar_minimum
20070701,105.081770883604,2007-07-01,solar_minimum
20070701,30.1458917052346,2007-07-01,solar_minimum
20070701,19.2815564356139,2007-07-01,solar_minimum
20070701,11.101680794198401,2007-07-01,solar_minimum
20070702_2,32.6195986743228,2007-07-02,solar_minimum
20070705_2,29.3637358362757,2007-07-05,solar_minimum
20070705_2,20.0570624760401,2007-07-05,solar_minimum
20070705_2,13.1703739681051,2007-07-05,solar_minimum
20070706,78.694121950304,2007-07-06,solar_minimum
20070706,39.728741742652296,2007-07-06,solar_minimum
20070706,9.6071858327568,2007-07-06,solar_minimum
20070707_2,21.7029018398763,2007-07-07,solar_minimum
20070707_2,13.344629480571,2007-07-07,solar_minimum
20070708_2,33.4884803005732,2007-07-08,solar_minimum
20070708_2,13.8813517521361,2007-07-08,solar_minimum
20070710_2,20.0570624760401,2007-07-10,solar_minimum
20070711,95.844785794052,2007-07-11,solar_minimum
20070711,47.1318168602399,2007-07-11,solar_minimum
20070711,13.700087666324599,2007-07-11,solar_minimum
20070711,8.9960969198189,2007-07-11,solar_minimum
20070712_2,24.4283157246226,2007-07-12,solar_minimum
20070712_2,16.2529693751972,2007-07-12,solar_minimum
20070712,50.9993522767729,2007-07-12,solar_minimum
20070712,28.228387400396098,2007-07-12,solar_minimum
20070715_2,97.11289574341039,2007-07-15,solar_minimum
20070715_2,51.6741181025528,2007-07-15,solar_minimum
20070715_2,25.079007810239098,2007-07-15,solar_minimum
20070715_2,16.2529693751972,2007-07-15,solar_minimum
20070715,116.7332798974349,2007-07-15,solar_minimum
20070717_2,89.7483401770689,2007-07-17,solar_minimum
20070718,115.2089650005719,2007-07-18,solar_minimum
20070718,51.6741181025528,2007-07-18,solar_minimum
20070721_2,116.7332798974349,2007-07-21,solar_minimum
20070721_2,35.7632933895401,2007-07-21,solar_minimum
20070721_2,20.0570624760401,2007-07-21,solar_minimum
20070721_2,10.6724344613882,2007-07-21,solar_minimum
20070721,61.3031010798211,2007-07-21,solar_minimum
20070722_2,17.3570047669926,2007-07-22,solar_minimum
20070722_2,9.7342972644213,2007-07-22,solar_minimum
20070724,42.427444726879,2007-07-24,solar_minimum
20070725_2,107.8808126770422,2007-07-25,solar_minimum
20070725_2,61.3031010798211,2007-07-25,solar_minimum
20070727,71.7766858909564,2007-07-27,solar_minimum
20070727,50.333397610938505,2007-07-27,solar_minimum
20070731_2,53.0505510936594,2007-07-31,solar_minimum
20070731_2,30.1458917052346,2007-07-31,solar_minimum
20070731_2,16.0407364681921,2007-07-31,solar_minimum
20070731,19.7951553391345,2007-07-31,solar_minimum
20070731,8.5353330715146,2007-07-31,solar_minimum
20070803,106.472094186533,2007-08-03,solar_minimum
20070805_2,21.9900501236883,2007-08-05,solar_minimum
20070808,45.9089494946833,2007-08-08,solar_minimum
20070808,13.521190545157,2007-08-08,solar_minimum
20070808,9.863090490977699,2007-08-08,solar_minimum
20070809_2,22.2809976292591,2007-08-09,solar_minimum
20070810,103.70960256204769,2007-08-10,solar_minimum
20070810,43.557575956879504,2007-08-10,solar_minimum
20070810,21.9900501236883,2007-08-10,solar_minimum
20070810,10.125811629616399,2007-08-10,solar_minimum
20070812,51.6741181025528,2007-08-12,solar_minimum
20070812,22.2809976292591,2007-08-12,solar_minimum
20070812,14.4396610446981,2007-08-12,solar_minimum
20070812,9.6071858327568,2007-08-12,solar_minimum
20070814,90.9357888439323,2007-08-14,solar_minimum
20070814,55.9143849794346,2007-08-14,solar_minimum
20070814,24.1093283236258,2007-08-14,solar_minimum
20070814,9.357920796686699,2007-08-14,solar_minimum
20070816,42.988796753890895,2007-08-16,solar_minimum
20070819,118.2777628073061,2007-08-19,solar_minimum
20070819,54.4636478508559,2007-08-19,solar_minimum
20070819,33.4884803005732,2007-08-19,solar_minimum
20070819,18.5360353254064,2007-08-19,solar_minimum
20070820_2,24.751523606614498,2007-08-20,solar_minimum
20070820_2,15.831274919809301,2007-08-20,solar_minimum
20070820_2,9.863090490977699,2007-08-20,solar_minimum
20070821_2,25.410824914954,2007-08-21,solar_minimum
20070821_2,14.065014119593899,2007-08-21,solar_minimum
20070828,24.4283157246226,2007-08-28,solar_minimum
20070828,10.813640059713,2007-08-28,solar_minimum
20070830,58.932817533013,2007-08-30,solar_minimum
20070831,60.5025990269192,2007-08-31,solar_minimum
20070831,39.2099598415085,2007-08-31,solar_minimum
20070831,20.863759443440802,2007-08-31,solar_minimum
20070831,15.420521616748701,2007-08-31,solar_minimum
20070901,101.0187856804485,2007-09-01,solar_minimum
20070901,53.0505510936594,2007-09-01,solar_minimum
20070901,29.3637358362757,2007-09-01,solar_minimum
20070902,118.2777628073061,2007-09-02,solar_minimum
20070902,78.694121950304,2007-09-02,solar_minimum
20070902,32.1936486776068,2007-09-02,solar_minimum
20070902,20.3224348723583,2007-09-02,solar_minimum
20070902,13.8813517521361,2007-09-02,solar_minimum
20070903,61.3031010798211,2007-09-03,solar_minimum
20070903,33.4884803005732,2007-09-03,solar_minimum
20070903,20.5913183764876,2007-09-03,solar_minimum
20070904_2,47.1318168602399,2007-09-04,solar_minimum
20070904_2,10.956713931023701,2007-09-04,solar_minimum
20070904,32.1936486776068,2007-09-04,solar_minimum
20070904,8.6482629580953,2007-09-04,solar_minimum
20070905,124.6627646230879,2007-09-05,solar_minimum
20070905,39.2099598415085,2007-09-05,solar_minimum
20070906_2,106.472094186533,2007-09-06,solar_minimum
20070906_2,52.3578116675942,2007-09-06,solar_minimum
20070906_2,14.4396610446981,2007-09-06,solar_minimum
20070907,105.081770883604,2007-09-07,solar_minimum
20070907,75.6514148245023,2007-09-07,solar_minimum
20070907,37.201696463572794,2007-09-07,solar_minimum
20070907,22.8744920387973,2007-09-07,solar_minimum
20070907,15.6245485413694,2007-09-07,solar_minimum
20070908_2,39.728741742652296,2007-09-08,solar_minimum
20070908_2,21.4195031672034,2007-09-08,solar_minimum
20070908_2,12.3326396251601,2007-09-08,solar_minimum
20070908,105.081770883604,2007-09-08,solar_minimum
20070908,73.6885868982758,2007-09-08,solar_minimum
20070908,49.0274630334848,2007-09-08,solar_minimum
20070908,28.980301223609,2007-09-08,solar_minimum
20070908,14.8242873638716,2007-09-08,solar_minimum
20070909_2,54.4636478508559,2007-09-09,solar_minimum
20070909_2,24.4283157246226,2007-09-09,solar_minimum
20070909,80.7902812973025,2007-09-09,solar_minimum
20070909,45.3094658198001,2007-09-09,solar_minimum
20070909,16.9066653549494,2007-09-09,solar_minimum
20070910_2,23.7945062921593,2007-09-10,solar_minimum
20070910_2,11.3973940112395,2007-09-10,solar_minimum
20070910,118.2777628073061,2007-09-10,solar_minimum
20070910,62.1141944717234,2007-09-10,solar_minimum
20070910,13.521190545157,2007-09-10,solar_minimum
20070912_2,115.2089650005719,2007-09-12,solar_minimum
20070912_2,67.2111515379269,2007-09-12,solar_minimum
20070912_2,16.4680103083116,2007-09-12,solar_minimum
20070912,88.5763973341981,2007-09-12,solar_minimum
20070912,44.7178102629725,2007-09-12,solar_minimum
20070914,18.5360353254064,2007-09-14,solar_minimum
20070914,11.8557982863481,2007-09-14,solar_minimum
20070915_2,98.3977838912942,2007-09-15,solar_minimum
20070915_2,11.8557982863481,2007-09-15,solar_minimum
20070916,50.333397610938505,2007-09-16,solar_minimum
20070916,13.521190545157,2007-09-16,solar_minimum
20070917,33.9315620468176,2007-09-17,solar_minimum
20070919,98.3977838912942,2007-09-19,solar_minimum
20070919,59.712550010249,2007-09-19,solar_minimum
20070919,23.1771414808154,2007-09-19,solar_minimum
20070919,15.6245485413694,2007-09-19,solar_minimum
20070919,9.7342972644213,2007-09-19,solar_minimum
20070920_2,49.6761390480378,2007-09-20,solar_minimum
20070920_2,9.6071858327568,2007-09-20,solar_minimum
20070922_2,53.0505510936594,2007-09-22,solar_minimum
20070922_2,21.4195031672034,2007-09-22,solar_minimum
20070922_2,14.6307103301072,2007-09-22,solar_minimum
20070922_2,8.8786249824198,2007-09-22,solar_minimum
20070922,102.35535215229339,2007-09-22,solar_minimum
20070922,48.3872574955011,2007-09-22,solar_minimum
20070922,25.410824914954,2007-09-22,solar_minimum
20070922,14.2511065000522,2007-09-22,solar_minimum
20070922,8.762687005381501,2007-09-22,solar_minimum
20070923_2,105.081770883604,2007-09-23,solar_minimum
20070923_2,26.7825803436293,2007-09-23,solar_minimum
20070923_2,19.2815564356139,2007-09-23,solar_minimum
20070923,24.1093283236258,2007-09-23,solar_minimum
20070923,9.357920796686699,2007-09-23,solar_minimum
20070924_2,65.46731204069451,2007-09-24,solar_minimum
20070924,94.59323495181681,2007-09-24,solar_minimum
20070924,40.254387579950205,2007-09-24,solar_minimum
20070924,23.1771414808154,2007-09-24,solar_minimum
20070925_2,19.2815564356139,2007-09-25,solar_minimum
20070925,41.8734228910337,2007-09-25,solar_minimum
20070925,20.3224348723583,2007-09-25,solar_minimum
20070925,12.9983939016281,2007-09-25,solar_minimum
20070926_2,101.0187856804485,2007-09-26,solar_minimum
20070926,105.081770883604,2007-09-26,solar_minimum
20070926,47.7554118257526,2007-09-26,solar_minimum
20070926,26.4328507187092,2007-09-26,solar_minimum
20070926,15.420521616748701,2007-09-26,solar_minimum
20070927,103.70960256204769,2007-09-27,solar_minimum
20070927,13.1703739681051,2007-09-27,solar_minimum
20070929,14.8242873638716,2007-09-29,solar_minimum
20070929,9.4817342349377,2007-09-29,solar_minimum
20070930_2,109.3081697394764,2007-09-30,solar_minimum
20070930_2,65.46731204069451,2007-09-30,solar_minimum
20070930,64.6124333026954,2007-09-30,solar_minimum
20070930,27.4959824978523,2007-09-30,solar_minimum
20070930,17.8193397785098,2007-09-30,solar_minimum
20070930,10.956713931023701,2007-09-30,solar_minimum
20071001_2,103.70960256204769,2007-10-01,solar_minimum
20071001_2,28.228387400396098,2007-10-01,solar_minimum
20071001_2,14.065014119593899,2007-10-01,solar_minimum
20071001_2,9.1151231132097,2007-10-01,solar_minimum
20071001,98.3977838912942,2007-10-01,solar_minimum
20071001,32.1936486776068,2007-10-01,solar_minimum
20071001,16.2529693751972,2007-10-01,solar_minimum
20071001,10.533072739952999,2007-10-01,solar_minimum
20071002_2,17.1303552549212,2007-10-02,solar_minimum
20071003,74.66355104917561,2007-10-03,solar_minimum
20071003,26.7825803436293,2007-10-03,solar_minimum
20071003,14.4396610446981,2007-10-03,solar_minimum
20071004_2,86.2782218579638,2007-10-04,solar_minimum
20071004_2,25.410824914954,2007-10-04,solar_minimum
20071004_2,17.5866530494081,2007-10-04,solar_minimum
20071004_2,9.993587764036501,2007-10-04,solar_minimum
20071004,107.8808126770422,2007-10-04,solar_minimum
20071004,29.7522436226494,2007-10-04,solar_minimum
20071004,12.4958111830175,2007-10-04,solar_minimum
20071005,12.4958111830175,2007-10-05,solar_minimum
20071006,107.8808126770422,2007-10-06,solar_minimum
20071006,39.2099598415085,2007-10-06,solar_minimum
20071006,28.980301223609,2007-10-06,solar_minimum
